seed,condition,T_max,t,accuracy
0,baseline,3,1,0.735000
0,baseline,3,2,0.775000
0,baseline,3,3,0.775000
0,group_a,3,1,0.735000
0,group_a,3,2,0.735000
0,group_a,3,3,0.735000
0,group_c1,3,1,0.735000
0,group_c1,3,2,0.643833
0,group_c1,3,3,0.649500
0,group_c2,3,1,0.735000
0,group_c2,3,2,0.745000
0,group_c2,3,3,0.735000
0,baseline,5,1,0.735000
0,baseline,5,2,0.775000
0,baseline,5,3,0.775000
0,baseline,5,4,0.760000
0,baseline,5,5,0.750000
0,group_a,5,1,0.735000
0,group_a,5,2,0.735000
0,group_a,5,3,0.735000
0,group_a,5,4,0.735000
0,group_a,5,5,0.735000
0,group_c1,5,1,0.735000
0,group_c1,5,2,0.646000
0,group_c1,5,3,0.644333
0,group_c1,5,4,0.639667
0,group_c1,5,5,0.646833
0,group_c2,5,1,0.735000
0,group_c2,5,2,0.745000
0,group_c2,5,3,0.735000
0,group_c2,5,4,0.765000
0,group_c2,5,5,0.720000
0,baseline,7,1,0.735000
0,baseline,7,2,0.775000
0,baseline,7,3,0.775000
0,baseline,7,4,0.760000
0,baseline,7,5,0.750000
0,baseline,7,6,0.765000
0,baseline,7,7,0.760000
0,group_a,7,1,0.735000
0,group_a,7,2,0.735000
0,group_a,7,3,0.735000
0,group_a,7,4,0.735000
0,group_a,7,5,0.735000
0,group_a,7,6,0.735000
0,group_a,7,7,0.735000
0,group_c1,7,1,0.735000
0,group_c1,7,2,0.648833
0,group_c1,7,3,0.641333
0,group_c1,7,4,0.636000
0,group_c1,7,5,0.650000
0,group_c1,7,6,0.638833
0,group_c1,7,7,0.642500
0,group_c2,7,1,0.735000
0,group_c2,7,2,0.745000
0,group_c2,7,3,0.735000
0,group_c2,7,4,0.765000
0,group_c2,7,5,0.720000
0,group_c2,7,6,0.770000
0,group_c2,7,7,0.720000
0,baseline,10,1,0.735000
0,baseline,10,2,0.775000
0,baseline,10,3,0.775000
0,baseline,10,4,0.760000
0,baseline,10,5,0.750000
0,baseline,10,6,0.765000
0,baseline,10,7,0.760000
0,baseline,10,8,0.760000
0,baseline,10,9,0.760000
0,baseline,10,10,0.760000
0,group_a,10,1,0.735000
0,group_a,10,2,0.735000
0,group_a,10,3,0.735000
0,group_a,10,4,0.735000
0,group_a,10,5,0.735000
0,group_a,10,6,0.735000
0,group_a,10,7,0.735000
0,group_a,10,8,0.735000
0,group_a,10,9,0.735000
0,group_a,10,10,0.735000
0,group_c1,10,1,0.735000
0,group_c1,10,2,0.645667
0,group_c1,10,3,0.644333
0,group_c1,10,4,0.644833
0,group_c1,10,5,0.644333
0,group_c1,10,6,0.647333
0,group_c1,10,7,0.642833
0,group_c1,10,8,0.649000
0,group_c1,10,9,0.640667
0,group_c1,10,10,0.650167
0,group_c2,10,1,0.735000
0,group_c2,10,2,0.745000
0,group_c2,10,3,0.735000
0,group_c2,10,4,0.765000
0,group_c2,10,5,0.720000
0,group_c2,10,6,0.770000
0,group_c2,10,7,0.720000
0,group_c2,10,8,0.775000
0,group_c2,10,9,0.715000
0,group_c2,10,10,0.765000
0,baseline,15,1,0.735000
0,baseline,15,2,0.775000
0,baseline,15,3,0.775000
0,baseline,15,4,0.760000
0,baseline,15,5,0.750000
0,baseline,15,6,0.765000
0,baseline,15,7,0.760000
0,baseline,15,8,0.760000
0,baseline,15,9,0.760000
0,baseline,15,10,0.760000
0,baseline,15,11,0.760000
0,baseline,15,12,0.760000
0,baseline,15,13,0.760000
0,baseline,15,14,0.760000
0,baseline,15,15,0.760000
0,group_a,15,1,0.735000
0,group_a,15,2,0.735000
0,group_a,15,3,0.735000
0,group_a,15,4,0.735000
0,group_a,15,5,0.735000
0,group_a,15,6,0.735000
0,group_a,15,7,0.735000
0,group_a,15,8,0.735000
0,group_a,15,9,0.735000
0,group_a,15,10,0.735000
0,group_a,15,11,0.735000
0,group_a,15,12,0.735000
0,group_a,15,13,0.735000
0,group_a,15,14,0.735000
0,group_a,15,15,0.735000
0,group_c1,15,1,0.735000
0,group_c1,15,2,0.651500
0,group_c1,15,3,0.645000
0,group_c1,15,4,0.641000
0,group_c1,15,5,0.632333
0,group_c1,15,6,0.633000
0,group_c1,15,7,0.638000
0,group_c1,15,8,0.640500
0,group_c1,15,9,0.640667
0,group_c1,15,10,0.637000
0,group_c1,15,11,0.635333
0,group_c1,15,12,0.644167
0,group_c1,15,13,0.652333
0,group_c1,15,14,0.636833
0,group_c1,15,15,0.636833
0,group_c2,15,1,0.735000
0,group_c2,15,2,0.745000
0,group_c2,15,3,0.735000
0,group_c2,15,4,0.765000
0,group_c2,15,5,0.720000
0,group_c2,15,6,0.770000
0,group_c2,15,7,0.720000
0,group_c2,15,8,0.775000
0,group_c2,15,9,0.715000
0,group_c2,15,10,0.765000
0,group_c2,15,11,0.705000
0,group_c2,15,12,0.755000
0,group_c2,15,13,0.700000
0,group_c2,15,14,0.750000
0,group_c2,15,15,0.705000
0,baseline,20,1,0.735000
0,baseline,20,2,0.775000
0,baseline,20,3,0.775000
0,baseline,20,4,0.760000
0,baseline,20,5,0.750000
0,baseline,20,6,0.765000
0,baseline,20,7,0.760000
0,baseline,20,8,0.760000
0,baseline,20,9,0.760000
0,baseline,20,10,0.760000
0,baseline,20,11,0.760000
0,baseline,20,12,0.760000
0,baseline,20,13,0.760000
0,baseline,20,14,0.760000
0,baseline,20,15,0.760000
0,baseline,20,16,0.760000
0,baseline,20,17,0.760000
0,baseline,20,18,0.760000
0,baseline,20,19,0.760000
0,baseline,20,20,0.760000
0,group_a,20,1,0.735000
0,group_a,20,2,0.735000
0,group_a,20,3,0.735000
0,group_a,20,4,0.735000
0,group_a,20,5,0.735000
0,group_a,20,6,0.735000
0,group_a,20,7,0.735000
0,group_a,20,8,0.735000
0,group_a,20,9,0.735000
0,group_a,20,10,0.735000
0,group_a,20,11,0.735000
0,group_a,20,12,0.735000
0,group_a,20,13,0.735000
0,group_a,20,14,0.735000
0,group_a,20,15,0.735000
0,group_a,20,16,0.735000
0,group_a,20,17,0.735000
0,group_a,20,18,0.735000
0,group_a,20,19,0.735000
0,group_a,20,20,0.735000
0,group_c1,20,1,0.735000
0,group_c1,20,2,0.650500
0,group_c1,20,3,0.643000
0,group_c1,20,4,0.636833
0,group_c1,20,5,0.643167
0,group_c1,20,6,0.636000
0,group_c1,20,7,0.643167
0,group_c1,20,8,0.644167
0,group_c1,20,9,0.638667
0,group_c1,20,10,0.639500
0,group_c1,20,11,0.643000
0,group_c1,20,12,0.635167
0,group_c1,20,13,0.639167
0,group_c1,20,14,0.644667
0,group_c1,20,15,0.643167
0,group_c1,20,16,0.646000
0,group_c1,20,17,0.640000
0,group_c1,20,18,0.635167
0,group_c1,20,19,0.648000
0,group_c1,20,20,0.639833
0,group_c2,20,1,0.735000
0,group_c2,20,2,0.745000
0,group_c2,20,3,0.735000
0,group_c2,20,4,0.765000
0,group_c2,20,5,0.720000
0,group_c2,20,6,0.770000
0,group_c2,20,7,0.720000
0,group_c2,20,8,0.775000
0,group_c2,20,9,0.715000
0,group_c2,20,10,0.765000
0,group_c2,20,11,0.705000
0,group_c2,20,12,0.755000
0,group_c2,20,13,0.700000
0,group_c2,20,14,0.750000
0,group_c2,20,15,0.705000
0,group_c2,20,16,0.750000
0,group_c2,20,17,0.700000
0,group_c2,20,18,0.745000
0,group_c2,20,19,0.700000
0,group_c2,20,20,0.740000
1,baseline,3,1,0.700000
1,baseline,3,2,0.785000
1,baseline,3,3,0.820000
1,group_a,3,1,0.700000
1,group_a,3,2,0.700000
1,group_a,3,3,0.700000
1,group_c1,3,1,0.700000
1,group_c1,3,2,0.614833
1,group_c1,3,3,0.595333
1,group_c2,3,1,0.700000
1,group_c2,3,2,0.605000
1,group_c2,3,3,0.735000
1,baseline,5,1,0.700000
1,baseline,5,2,0.785000
1,baseline,5,3,0.820000
1,baseline,5,4,0.830000
1,baseline,5,5,0.830000
1,group_a,5,1,0.700000
1,group_a,5,2,0.700000
1,group_a,5,3,0.700000
1,group_a,5,4,0.700000
1,group_a,5,5,0.700000
1,group_c1,5,1,0.700000
1,group_c1,5,2,0.602833
1,group_c1,5,3,0.612333
1,group_c1,5,4,0.600000
1,group_c1,5,5,0.603667
1,group_c2,5,1,0.700000
1,group_c2,5,2,0.605000
1,group_c2,5,3,0.735000
1,group_c2,5,4,0.605000
1,group_c2,5,5,0.675000
1,baseline,7,1,0.700000
1,baseline,7,2,0.785000
1,baseline,7,3,0.820000
1,baseline,7,4,0.830000
1,baseline,7,5,0.830000
1,baseline,7,6,0.840000
1,baseline,7,7,0.840000
1,group_a,7,1,0.700000
1,group_a,7,2,0.700000
1,group_a,7,3,0.700000
1,group_a,7,4,0.700000
1,group_a,7,5,0.700000
1,group_a,7,6,0.700000
1,group_a,7,7,0.700000
1,group_c1,7,1,0.700000
1,group_c1,7,2,0.615833
1,group_c1,7,3,0.613333
1,group_c1,7,4,0.599167
1,group_c1,7,5,0.598333
1,group_c1,7,6,0.595167
1,group_c1,7,7,0.609833
1,group_c2,7,1,0.700000
1,group_c2,7,2,0.605000
1,group_c2,7,3,0.735000
1,group_c2,7,4,0.605000
1,group_c2,7,5,0.675000
1,group_c2,7,6,0.615000
1,group_c2,7,7,0.675000
1,baseline,10,1,0.700000
1,baseline,10,2,0.785000
1,baseline,10,3,0.820000
1,baseline,10,4,0.830000
1,baseline,10,5,0.830000
1,baseline,10,6,0.840000
1,baseline,10,7,0.840000
1,baseline,10,8,0.840000
1,baseline,10,9,0.840000
1,baseline,10,10,0.840000
1,group_a,10,1,0.700000
1,group_a,10,2,0.700000
1,group_a,10,3,0.700000
1,group_a,10,4,0.700000
1,group_a,10,5,0.700000
1,group_a,10,6,0.700000
1,group_a,10,7,0.700000
1,group_a,10,8,0.700000
1,group_a,10,9,0.700000
1,group_a,10,10,0.700000
1,group_c1,10,1,0.700000
1,group_c1,10,2,0.615000
1,group_c1,10,3,0.610000
1,group_c1,10,4,0.606667
1,group_c1,10,5,0.600000
1,group_c1,10,6,0.607667
1,group_c1,10,7,0.604333
1,group_c1,10,8,0.596667
1,group_c1,10,9,0.602333
1,group_c1,10,10,0.608000
1,group_c2,10,1,0.700000
1,group_c2,10,2,0.605000
1,group_c2,10,3,0.735000
1,group_c2,10,4,0.605000
1,group_c2,10,5,0.675000
1,group_c2,10,6,0.615000
1,group_c2,10,7,0.675000
1,group_c2,10,8,0.600000
1,group_c2,10,9,0.685000
1,group_c2,10,10,0.605000
1,baseline,15,1,0.700000
1,baseline,15,2,0.785000
1,baseline,15,3,0.820000
1,baseline,15,4,0.830000
1,baseline,15,5,0.830000
1,baseline,15,6,0.840000
1,baseline,15,7,0.840000
1,baseline,15,8,0.840000
1,baseline,15,9,0.840000
1,baseline,15,10,0.840000
1,baseline,15,11,0.840000
1,baseline,15,12,0.840000
1,baseline,15,13,0.840000
1,baseline,15,14,0.840000
1,baseline,15,15,0.840000
1,group_a,15,1,0.700000
1,group_a,15,2,0.700000
1,group_a,15,3,0.700000
1,group_a,15,4,0.700000
1,group_a,15,5,0.700000
1,group_a,15,6,0.700000
1,group_a,15,7,0.700000
1,group_a,15,8,0.700000
1,group_a,15,9,0.700000
1,group_a,15,10,0.700000
1,group_a,15,11,0.700000
1,group_a,15,12,0.700000
1,group_a,15,13,0.700000
1,group_a,15,14,0.700000
1,group_a,15,15,0.700000
1,group_c1,15,1,0.700000
1,group_c1,15,2,0.615167
1,group_c1,15,3,0.605500
1,group_c1,15,4,0.607833
1,group_c1,15,5,0.610000
1,group_c1,15,6,0.603167
1,group_c1,15,7,0.592500
1,group_c1,15,8,0.608500
1,group_c1,15,9,0.598333
1,group_c1,15,10,0.610500
1,group_c1,15,11,0.603167
1,group_c1,15,12,0.609000
1,group_c1,15,13,0.589833
1,group_c1,15,14,0.608833
1,group_c1,15,15,0.597000
1,group_c2,15,1,0.700000
1,group_c2,15,2,0.605000
1,group_c2,15,3,0.735000
1,group_c2,15,4,0.605000
1,group_c2,15,5,0.675000
1,group_c2,15,6,0.615000
1,group_c2,15,7,0.675000
1,group_c2,15,8,0.600000
1,group_c2,15,9,0.685000
1,group_c2,15,10,0.605000
1,group_c2,15,11,0.675000
1,group_c2,15,12,0.615000
1,group_c2,15,13,0.670000
1,group_c2,15,14,0.610000
1,group_c2,15,15,0.675000
1,baseline,20,1,0.700000
1,baseline,20,2,0.785000
1,baseline,20,3,0.820000
1,baseline,20,4,0.830000
1,baseline,20,5,0.830000
1,baseline,20,6,0.840000
1,baseline,20,7,0.840000
1,baseline,20,8,0.840000
1,baseline,20,9,0.840000
1,baseline,20,10,0.840000
1,baseline,20,11,0.840000
1,baseline,20,12,0.840000
1,baseline,20,13,0.840000
1,baseline,20,14,0.840000
1,baseline,20,15,0.840000
1,baseline,20,16,0.840000
1,baseline,20,17,0.840000
1,baseline,20,18,0.840000
1,baseline,20,19,0.840000
1,baseline,20,20,0.840000
1,group_a,20,1,0.700000
1,group_a,20,2,0.700000
1,group_a,20,3,0.700000
1,group_a,20,4,0.700000
1,group_a,20,5,0.700000
1,group_a,20,6,0.700000
1,group_a,20,7,0.700000
1,group_a,20,8,0.700000
1,group_a,20,9,0.700000
1,group_a,20,10,0.700000
1,group_a,20,11,0.700000
1,group_a,20,12,0.700000
1,group_a,20,13,0.700000
1,group_a,20,14,0.700000
1,group_a,20,15,0.700000
1,group_a,20,16,0.700000
1,group_a,20,17,0.700000
1,group_a,20,18,0.700000
1,group_a,20,19,0.700000
1,group_a,20,20,0.700000
1,group_c1,20,1,0.700000
1,group_c1,20,2,0.611500
1,group_c1,20,3,0.617667
1,group_c1,20,4,0.600500
1,group_c1,20,5,0.607833
1,group_c1,20,6,0.595167
1,group_c1,20,7,0.607667
1,group_c1,20,8,0.598167
1,group_c1,20,9,0.602333
1,group_c1,20,10,0.603667
1,group_c1,20,11,0.611000
1,group_c1,20,12,0.602833
1,group_c1,20,13,0.601667
1,group_c1,20,14,0.602500
1,group_c1,20,15,0.603667
1,group_c1,20,16,0.604500
1,group_c1,20,17,0.612500
1,group_c1,20,18,0.591500
1,group_c1,20,19,0.599833
1,group_c1,20,20,0.615500
1,group_c2,20,1,0.700000
1,group_c2,20,2,0.605000
1,group_c2,20,3,0.735000
1,group_c2,20,4,0.605000
1,group_c2,20,5,0.675000
1,group_c2,20,6,0.615000
1,group_c2,20,7,0.675000
1,group_c2,20,8,0.600000
1,group_c2,20,9,0.685000
1,group_c2,20,10,0.605000
1,group_c2,20,11,0.675000
1,group_c2,20,12,0.615000
1,group_c2,20,13,0.670000
1,group_c2,20,14,0.610000
1,group_c2,20,15,0.675000
1,group_c2,20,16,0.620000
1,group_c2,20,17,0.670000
1,group_c2,20,18,0.620000
1,group_c2,20,19,0.670000
1,group_c2,20,20,0.620000
2,baseline,3,1,0.680000
2,baseline,3,2,0.760000
2,baseline,3,3,0.795000
2,group_a,3,1,0.680000
2,group_a,3,2,0.680000
2,group_a,3,3,0.680000
2,group_c1,3,1,0.680000
2,group_c1,3,2,0.660667
2,group_c1,3,3,0.639833
2,group_c2,3,1,0.680000
2,group_c2,3,2,0.735000
2,group_c2,3,3,0.745000
2,baseline,5,1,0.680000
2,baseline,5,2,0.760000
2,baseline,5,3,0.795000
2,baseline,5,4,0.795000
2,baseline,5,5,0.790000
2,group_a,5,1,0.680000
2,group_a,5,2,0.680000
2,group_a,5,3,0.680000
2,group_a,5,4,0.680000
2,group_a,5,5,0.680000
2,group_c1,5,1,0.680000
2,group_c1,5,2,0.662833
2,group_c1,5,3,0.647833
2,group_c1,5,4,0.638000
2,group_c1,5,5,0.635500
2,group_c2,5,1,0.680000
2,group_c2,5,2,0.735000
2,group_c2,5,3,0.745000
2,group_c2,5,4,0.765000
2,group_c2,5,5,0.765000
2,baseline,7,1,0.680000
2,baseline,7,2,0.760000
2,baseline,7,3,0.795000
2,baseline,7,4,0.795000
2,baseline,7,5,0.790000
2,baseline,7,6,0.790000
2,baseline,7,7,0.795000
2,group_a,7,1,0.680000
2,group_a,7,2,0.680000
2,group_a,7,3,0.680000
2,group_a,7,4,0.680000
2,group_a,7,5,0.680000
2,group_a,7,6,0.680000
2,group_a,7,7,0.680000
2,group_c1,7,1,0.680000
2,group_c1,7,2,0.668333
2,group_c1,7,3,0.652500
2,group_c1,7,4,0.633333
2,group_c1,7,5,0.643167
2,group_c1,7,6,0.639500
2,group_c1,7,7,0.645667
2,group_c2,7,1,0.680000
2,group_c2,7,2,0.735000
2,group_c2,7,3,0.745000
2,group_c2,7,4,0.765000
2,group_c2,7,5,0.765000
2,group_c2,7,6,0.760000
2,group_c2,7,7,0.760000
2,baseline,10,1,0.680000
2,baseline,10,2,0.760000
2,baseline,10,3,0.795000
2,baseline,10,4,0.795000
2,baseline,10,5,0.790000
2,baseline,10,6,0.790000
2,baseline,10,7,0.795000
2,baseline,10,8,0.795000
2,baseline,10,9,0.795000
2,baseline,10,10,0.800000
2,group_a,10,1,0.680000
2,group_a,10,2,0.680000
2,group_a,10,3,0.680000
2,group_a,10,4,0.680000
2,group_a,10,5,0.680000
2,group_a,10,6,0.680000
2,group_a,10,7,0.680000
2,group_a,10,8,0.680000
2,group_a,10,9,0.680000
2,group_a,10,10,0.680000
2,group_c1,10,1,0.680000
2,group_c1,10,2,0.664667
2,group_c1,10,3,0.647500
2,group_c1,10,4,0.640500
2,group_c1,10,5,0.627667
2,group_c1,10,6,0.638167
2,group_c1,10,7,0.646333
2,group_c1,10,8,0.638167
2,group_c1,10,9,0.636667
2,group_c1,10,10,0.642833
2,group_c2,10,1,0.680000
2,group_c2,10,2,0.735000
2,group_c2,10,3,0.745000
2,group_c2,10,4,0.765000
2,group_c2,10,5,0.765000
2,group_c2,10,6,0.760000
2,group_c2,10,7,0.760000
2,group_c2,10,8,0.755000
2,group_c2,10,9,0.755000
2,group_c2,10,10,0.755000
2,baseline,15,1,0.680000
2,baseline,15,2,0.760000
2,baseline,15,3,0.795000
2,baseline,15,4,0.795000
2,baseline,15,5,0.790000
2,baseline,15,6,0.790000
2,baseline,15,7,0.795000
2,baseline,15,8,0.795000
2,baseline,15,9,0.795000
2,baseline,15,10,0.800000
2,baseline,15,11,0.800000
2,baseline,15,12,0.795000
2,baseline,15,13,0.795000
2,baseline,15,14,0.795000
2,baseline,15,15,0.795000
2,group_a,15,1,0.680000
2,group_a,15,2,0.680000
2,group_a,15,3,0.680000
2,group_a,15,4,0.680000
2,group_a,15,5,0.680000
2,group_a,15,6,0.680000
2,group_a,15,7,0.680000
2,group_a,15,8,0.680000
2,group_a,15,9,0.680000
2,group_a,15,10,0.680000
2,group_a,15,11,0.680000
2,group_a,15,12,0.680000
2,group_a,15,13,0.680000
2,group_a,15,14,0.680000
2,group_a,15,15,0.680000
2,group_c1,15,1,0.680000
2,group_c1,15,2,0.661833
2,group_c1,15,3,0.645000
2,group_c1,15,4,0.632000
2,group_c1,15,5,0.644000
2,group_c1,15,6,0.648000
2,group_c1,15,7,0.629833
2,group_c1,15,8,0.641000
2,group_c1,15,9,0.653000
2,group_c1,15,10,0.639000
2,group_c1,15,11,0.630667
2,group_c1,15,12,0.639833
2,group_c1,15,13,0.645833
2,group_c1,15,14,0.644667
2,group_c1,15,15,0.638500
2,group_c2,15,1,0.680000
2,group_c2,15,2,0.735000
2,group_c2,15,3,0.745000
2,group_c2,15,4,0.765000
2,group_c2,15,5,0.765000
2,group_c2,15,6,0.760000
2,group_c2,15,7,0.760000
2,group_c2,15,8,0.755000
2,group_c2,15,9,0.755000
2,group_c2,15,10,0.755000
2,group_c2,15,11,0.755000
2,group_c2,15,12,0.755000
2,group_c2,15,13,0.755000
2,group_c2,15,14,0.755000
2,group_c2,15,15,0.755000
2,baseline,20,1,0.680000
2,baseline,20,2,0.760000
2,baseline,20,3,0.795000
2,baseline,20,4,0.795000
2,baseline,20,5,0.790000
2,baseline,20,6,0.790000
2,baseline,20,7,0.795000
2,baseline,20,8,0.795000
2,baseline,20,9,0.795000
2,baseline,20,10,0.800000
2,baseline,20,11,0.800000
2,baseline,20,12,0.795000
2,baseline,20,13,0.795000
2,baseline,20,14,0.795000
2,baseline,20,15,0.795000
2,baseline,20,16,0.795000
2,baseline,20,17,0.800000
2,baseline,20,18,0.800000
2,baseline,20,19,0.800000
2,baseline,20,20,0.795000
2,group_a,20,1,0.680000
2,group_a,20,2,0.680000
2,group_a,20,3,0.680000
2,group_a,20,4,0.680000
2,group_a,20,5,0.680000
2,group_a,20,6,0.680000
2,group_a,20,7,0.680000
2,group_a,20,8,0.680000
2,group_a,20,9,0.680000
2,group_a,20,10,0.680000
2,group_a,20,11,0.680000
2,group_a,20,12,0.680000
2,group_a,20,13,0.680000
2,group_a,20,14,0.680000
2,group_a,20,15,0.680000
2,group_a,20,16,0.680000
2,group_a,20,17,0.680000
2,group_a,20,18,0.680000
2,group_a,20,19,0.680000
2,group_a,20,20,0.680000
2,group_c1,20,1,0.680000
2,group_c1,20,2,0.659667
2,group_c1,20,3,0.641667
2,group_c1,20,4,0.641500
2,group_c1,20,5,0.650167
2,group_c1,20,6,0.634500
2,group_c1,20,7,0.639333
2,group_c1,20,8,0.632500
2,group_c1,20,9,0.640167
2,group_c1,20,10,0.642500
2,group_c1,20,11,0.639667
2,group_c1,20,12,0.635667
2,group_c1,20,13,0.632833
2,group_c1,20,14,0.628333
2,group_c1,20,15,0.638500
2,group_c1,20,16,0.630167
2,group_c1,20,17,0.638500
2,group_c1,20,18,0.633667
2,group_c1,20,19,0.639500
2,group_c1,20,20,0.628333
2,group_c2,20,1,0.680000
2,group_c2,20,2,0.735000
2,group_c2,20,3,0.745000
2,group_c2,20,4,0.765000
2,group_c2,20,5,0.765000
2,group_c2,20,6,0.760000
2,group_c2,20,7,0.760000
2,group_c2,20,8,0.755000
2,group_c2,20,9,0.755000
2,group_c2,20,10,0.755000
2,group_c2,20,11,0.755000
2,group_c2,20,12,0.755000
2,group_c2,20,13,0.755000
2,group_c2,20,14,0.755000
2,group_c2,20,15,0.755000
2,group_c2,20,16,0.755000
2,group_c2,20,17,0.755000
2,group_c2,20,18,0.755000
2,group_c2,20,19,0.755000
2,group_c2,20,20,0.755000
3,baseline,3,1,0.645000
3,baseline,3,2,0.675000
3,baseline,3,3,0.715000
3,group_a,3,1,0.645000
3,group_a,3,2,0.645000
3,group_a,3,3,0.645000
3,group_c1,3,1,0.645000
3,group_c1,3,2,0.606000
3,group_c1,3,3,0.606000
3,group_c2,3,1,0.645000
3,group_c2,3,2,0.535000
3,group_c2,3,3,0.485000
3,baseline,5,1,0.645000
3,baseline,5,2,0.675000
3,baseline,5,3,0.715000
3,baseline,5,4,0.705000
3,baseline,5,5,0.725000
3,group_a,5,1,0.645000
3,group_a,5,2,0.645000
3,group_a,5,3,0.645000
3,group_a,5,4,0.645000
3,group_a,5,5,0.645000
3,group_c1,5,1,0.645000
3,group_c1,5,2,0.610333
3,group_c1,5,3,0.600500
3,group_c1,5,4,0.599667
3,group_c1,5,5,0.586667
3,group_c2,5,1,0.645000
3,group_c2,5,2,0.535000
3,group_c2,5,3,0.485000
3,group_c2,5,4,0.470000
3,group_c2,5,5,0.530000
3,baseline,7,1,0.645000
3,baseline,7,2,0.675000
3,baseline,7,3,0.715000
3,baseline,7,4,0.705000
3,baseline,7,5,0.725000
3,baseline,7,6,0.695000
3,baseline,7,7,0.715000
3,group_a,7,1,0.645000
3,group_a,7,2,0.645000
3,group_a,7,3,0.645000
3,group_a,7,4,0.645000
3,group_a,7,5,0.645000
3,group_a,7,6,0.645000
3,group_a,7,7,0.645000
3,group_c1,7,1,0.645000
3,group_c1,7,2,0.603333
3,group_c1,7,3,0.592833
3,group_c1,7,4,0.585000
3,group_c1,7,5,0.590667
3,group_c1,7,6,0.600000
3,group_c1,7,7,0.587167
3,group_c2,7,1,0.645000
3,group_c2,7,2,0.535000
3,group_c2,7,3,0.485000
3,group_c2,7,4,0.470000
3,group_c2,7,5,0.530000
3,group_c2,7,6,0.485000
3,group_c2,7,7,0.475000
3,baseline,10,1,0.645000
3,baseline,10,2,0.675000
3,baseline,10,3,0.715000
3,baseline,10,4,0.705000
3,baseline,10,5,0.725000
3,baseline,10,6,0.695000
3,baseline,10,7,0.715000
3,baseline,10,8,0.710000
3,baseline,10,9,0.710000
3,baseline,10,10,0.710000
3,group_a,10,1,0.645000
3,group_a,10,2,0.645000
3,group_a,10,3,0.645000
3,group_a,10,4,0.645000
3,group_a,10,5,0.645000
3,group_a,10,6,0.645000
3,group_a,10,7,0.645000
3,group_a,10,8,0.645000
3,group_a,10,9,0.645000
3,group_a,10,10,0.645000
3,group_c1,10,1,0.645000
